user,user_id,when,review,cafe_id
Ben Lefkowitz,182,7 months ago,"A fine enough coffee shop although it seemed a little overpriced with not a very big menu. The food was fine, but I would not come for the food. Look forward to it again.",6
A'keima Gibbs,183,a year ago,Best coffee I've ever had. Worth every penny if it seems on the pricier side. It's because the coffee is amazing quality and they do great experiments with flavor.,6
bepis is good,184,a year ago,"Black turtle coffee is such a cute coffee spot, with a chill vibe and energy. The barista’s Eliot and Josh, we’re both kind, helpful, and knowledgeable. Great coffee suggestions and great conversations. I definitely enjoyed my oat milk latte with maple flavoring and their homemade pumpkin spice flavoring. Thank you Eliot and Josh!",6
Caitlin Walters,185,9 months ago,"I ordered a cold brew and a chocolate croissant. I get the cold brew and I'm waiting for the croissant like what is taking so long, just hand it to me. They WARMED the croissant. I've never had any place do that and it was worth the few …",6
Aigo M (Miss Aigo),186,10 months ago,Ice latte has a very unique flavor I am not used to that flavor of coffee.,6
Rika R,187,9 months ago,Baristas are very judgmental and biased. Served all the patrons including the ones who walked in 20 minutes after our order was placed. Finally our chais arrived when they decided to work on them as all the orders are filled. And the smirk on their faces when I point it out !!!!,6
Rebecca Abara,188,a year ago,"I consider myself a regular, as I've spent hours working and studying here. I was satisfied with my experience until yesterday. …",6
Andrew Emma,189,a year ago,"I tried to ignore the previous comments, but this was not good. Two women working, nobody greeted me because there was an issue with the computer. Finally got greeted after a solid minute standing at the counter, ordered a mocha, and the …",6
Jennica,190,7 months ago,The food was exceptional! Staff and atmosphere was average for a coffee shop... Will b coming back if I'm in the area again!,6
Alex P,191,a year ago,Coffee is good but wifi if chunky. Couldn't access Canvas or Github at all so I moved to a different cafe with functional wifi. Coffee is pricier than nearby cafes ($7+ for a latte). …,6
Solveig Imsdahl,192,a year ago,"The people were nice because they attempted to heat my croissant, but it was still cold in the middle and tasted weird. My flat white was not a flat white and the coffee tasted burnt. I ended up throwing both of them out—couldn’t get myself to eat them.",6
aristeo duenas,193,a year ago,"I’ve been going in for coffee, which is fine, nothing to write home about. Today i wanted some food, basic sausage egg and cheese - $10. Cheese and leek croissant - $10. Had to walk right out. Prices are absolutely bananas. Won’t support this kind of gouging.",6
Marco Fernandez,194,11 months ago,"An Iced Blackberry Lavender latte usually isn't my kind of drink, but the 'gram was pretty and the drink was unbelievable. Staff was great too.",6
Barry Pritchard,195,a year ago,"Great find for us!  We are from Oswego NY, quick visit.  Coffee is the best &  the Affogato was fantastic!  Chatted with Gabby, so friendly and helpful!    Really nice atmosphere, a must stop if you’re in town!  Thanks again Gabby!",6
Leanna Cumberbatch,196,a year ago,"Service is lacking here! I was standing There waiting for the Barista (Penn hoodie, black hair in a low messy  bun & a beard) to greet me and ask me what I wanted to order. I can tell that he didn’t want to serve me by the look on his face. …",6
Mackenzie Morton,197,a year ago,Just stopped by for an after dinner coffee and we were greeted with great customer service from Elliot! They were very kind and made a delicious dirty chai! Definitely earned the 5 stars!,6
The Bul Bey,198,a year ago,"I sat down to use the Wi-Fi, and within about 10 minutes they asked me to leave because I didn't purchase anything 🤔 …",6
Chantae Belgrave,199,11 months ago,The red velvet muffin was soft and sweet and just a must have ! The service was awesome and the barista had alot of recommendations that were good.,6
Mo S Nejad,200,a year ago,"I had really high hopes for this place. I live nearby and noticed last year that a cafe is coming up there with an interesting name and logo. I believe they've just opened up and after my first visit, I'm kinda disappointed. The coffee is …",6
Natalie Green,201,11 months ago,"I got an espresso, and it tasted like burnt tobacco. The beans are clearly burned or over processed. But the customer service was friendly, which is why I will give it two stars",6
Alexandre Chevalier,202,4 weeks ago,"Probably the best Pain au chocolat (chocolate croissant) I had in the US! The pain au raisins and the cannelé were also very good, close to the french ones, coffee was nice too. If I come back to Philadelphia, I will be back!",23
Charlotte C,203,3 weeks ago,"LOVE the vegan chocolate croissant!!! It's a must try! You'd never know it's vegan if someone just handed it to you. No eggs, no butter, no dairy.... Just delicious goodness.",23
A “FC” S,204,7 months ago,"Good location and beautiful interiors. Spinach -Salmon Quiche, Almond Croissant and Cafe Americano - were all good.
Tried their Orange-Mango fruit juice. Only recommendation would be to have expiration date on it even though it’s freshly made and stored.",23
Michael Gostigian,205,a month ago,"Delightful small cafe with a pleasant staff. Also have another, larger location, J'Aime Bakery, on the south side of Broad Street.",23
Sarah Volz,206,5 months ago,amazingggg French pastries at affordable prices; really one of the cheapest pastries I’ve seen at such high quality. Will be returning for sure,23
Sue Spolan,207,2 years ago,A jewel box of a pastry shop. Came by for Sunday morning croissants and coffee. Picked up some French pastries to bring to a friend for her birthday. Impressive all around. Excellent service. The place can get a bit crowded. There are only 2 seats and a bit of counter space.,23
Dana,208,a year ago,"Croissants that actually taste like croissants ☺️ like it there. Good bakery, decent coffee and good service. I’m glad i do not live close to them, so i have no temptation to pop in for a croissant 🥐 …",23
Dave Long,209,a month ago,Enjoyed a caramel latte and a hot chocolate from J’aime early before celebrating the Eagles trashing of the Kansas City Chiefs at the Super Bowl Champions parade! Thanks for your smiling service and welcoming us in. The pastries looked great but we had just eaten or we’d have taken some along too!,23
michelle,210,a year ago,"Great bakery and good coffee. Super friendly and nice staff, and my favorite barista! The hazelnut croissant is the best around.",23
Shey Marie,211,3 months ago,"I ordered a coffee and a pumpkin spice danish and it was quite honestly the best danish I’ve ever had in my life. The staff was very friendly, the space was clean and cozy. I would highly recommend this cafe.",23
Jennifer “Jen” Maltba,212,a year ago,Adorable cafe! Great service. My oat milk latte was really good and the croissant DELISH! Loved the suggestion of another reviewer to take it to the Kimmel Center for a place to sit!,23
B,213,a year ago,"Visited on a Sunday and we enjoyed the ice coffee, La Colombe black and tan, and a croissant that was the perfect level of crispy-ness. The baristas were warm and efficient to service patrons, so the small, busy storefront was inviting and …",23
Ann Lemmo,214,2 years ago,Im so happy there is finally a bakery in this area!! I wanted every pastry in the display. My croissant was amazing and so was the coffee. The owners are so lovely as well. They are also dog friendly and have treats for your pups!,23
JOSHUA GRINDATTO,215,2 years ago,Formidable! I haven’t found a better croissant in Philly.  The vibes in the shop are welcoming and bright and the coffee is top notch as well.  This is the bakery to choose.,23
Andrés Rubinstein,216,2 years ago,"Beautiful place with lovely people serving great coffee and delicious pastries.
Very well priced!",23
